id,text,label,topic,probability
158,12星座被骂的反应？牡羊火爆回应、双子耍幽默、巨蟹会很受伤 遭到批评是人生必经的过程，也是成长蜕变的开始，而不论接受与否，每个人都有独特的反应。以下是12星座被骂的反应情况：,文化娱乐,3,0.32101506
159,北投公园每晚都像跨年夜 民众疯抓“宝”登上时代杂志 提到2016年最火热的事情是什麽？“宝可梦”(Pokémon GO)绝对榜上有名，“宝可梦”是一款结合AR虚拟实境的手机游戏，一上架就造成全球轰动，宅宅们都走出户外，台湾玩家的疯狂程度也不落人后，甚至现在走在路上还是可见抓宝的民众。,文化娱乐,4,0.3043233
160,2023房市代表字出炉 近五成购屋人超有感 由台湾房屋集团趋势中心举办的“房市代表字”，进入第15年，最新网路票选结果出炉，今年由“涨”字拔得头筹，获得4成7的民众认同，获选原因为“通膨物价涨不停，房价利率全都涨”。,经济,15,0.30742335
161,影／他快速道路上高速猛撞槽车送医不治 3秒夺命影片曝光 彰化县67岁康姓男子今天驾驶轿车行驶台61线快速道路，在北上203.2公里大城乡路段瞬撞化学槽车，轿车引擎盖卡在槽车车尾，车头全毁，康男夹在驾驶座内全身多处骨折，送医急救仍不治。警方调阅行车记录器，发现小客车高速直撞化学槽车，失控原因待查。,交通,8,0.5586657
162,疑查个资洩密？ 地检署指挥侦办带走宜兰警务员及小队长 宜兰县警察局员警被发现疑似与不法分子往来过密，恐有洩漏个资等情事，经宜兰地检署指挥警政署督察室、县警局督察科等进行侦办，今天带走刘姓警务员及侦查队邱姓小队长疑似违法查询个资洩密，移送地检署複讯。,法律,3,0.27455872
163,台大迎百年校庆！被誉“最会募款校长” 陈文章雄心盼募百亿捐款 台大创校将满百年，作为台湾第一学府，台大百年校庆受到全台教育界瞩目。台大校长陈文章接受本报专访时透露，自己对百年校庆规画以“百年百亿”为目标，藉由募款落实他邀请顶尖学者来台、优化揽才策略，建置水源、竹北两处校区作为科研人才培育基地，并打造国际政经学院作为台大学术地位的“金招牌”。,教育,1,0.7385932
164,五月天大陆演唱会遭控“假唱” 经纪公司出面否认 据上海《界面新闻》报导，就“假唱”传闻，五月天经纪公司相信音乐4日中午回覆称“没有假唱”，并称稍后会在官方公众号上回应，外界可以持续关注。,文化娱乐,12,0.4509889
165,“万老师”郭昱晴彰化辅选 曝接下绿营不分区原因：是韩国瑜让我愿意站出来 彰化第一选区立委候选人陈秀寳、第二选区立委参选人黄秀芳因选区邻近，双姝组成“秀秀连线”拚选情，继日前联合登记参选，今天下午又请来民进党不分区参选人郭昱晴辅选，推广募款小物，由于三人年纪相仿，也都是妈妈，强调从政是为了守护台湾下一代而努力，呼吁选民全力支持“赖萧配”。,政治,4,0.3206574
166,石虎在我家 西湖4农家拍到 农业部苗栗区农业改良场今年辅导西湖乡11户有机农家，25公顷加入石虎生态给付行列，石虎友善栖地由点拓展成面，县府统计近7个月有4户拍到石虎，农改场近日将发表“石虎在我家”的成果。,环境,5,0.26042897
167,00713配息0.84元…年化逼近7％！ 历经市场空头既抗跌还能维持高股利 00713十二月配息金额0.84元,经济,8,0.65428287
168,影／看见军机天上飞心跳加快！韩国瑜：国防部不会告诉大家 摆明是在备战 高雄市前市长韩国瑜今天到台东连跑3场竞选活动，每场人潮都爆满。最终场是在台东市丰安宫替区域立委参选人黄建宾助讲，韩以自身经验为例，期勉台东要选出一位喇叭立委、造就彩色台东。韩国瑜批评民进党赖清德的台独立场，并分享前阵子带家人来台东度假，看见军机在天上飞，觉得心脏跳动加快，强调台湾选出的总统人选一定要爱和平、不要战争。,政治,4,0.428117
169,影／肥鸟大啖霸王餐引万人朝圣 害大方老闆恐吞6万元罚单 一名网友PO出一隻肥滋滋的鸟，飞到杂粮店，大啖加拿大黄豆等穀物，引发上万名网友朝圣，有网友说，“免费的buffet”、“各种款式任意选”，但这名大方的老闆，却引来高市卫生局的关切，派员到场稽查，指店家有食材未覆盖等多项食安缺失，若限期未改善，将开出6万元起跳的罚单。,生活,12,0.2916215
170,"陈奕光专栏／IC设计、AI产业 明年双主轴 今年剩下最后一个月，台股11月来惊奇大涨1,400点，主要是以巴战争逐渐缓解，搭配美国升息告一段落，在美元转弱的背景下，热钱回流新兴市场，外资在11月大买台股2,400亿，推升台股往7月底高点17,463前进。截至12月1日，台股高点是17,450点，创下波段新高已是早晚的事情。",经济,15,0.25083172
171,淡水沙崙海水浴场 开放露曙光 新北淡水沙崙海水浴场因溺毙事件，2013年被公告禁止水域游憩活动至今，现场宛如废墟，市府经发局曾委託业者做过海象调查，认为5至9月从事水上活动属低度风险，新北市水域安全协调会日前开会，认为目前调查资料不足，开放与否要再研议。市府观旅局表示，近期将再度展开海象研究，不排除开放部分水上项目。,旅游,0,0.1927049
172,大巨蛋政治学 蓝绿批柯“卡蛋” 有能力当总统？民众党：卡蛋的是中央 亚洲棒球锦标赛开幕首战昨天在大巨蛋登场，蓝绿齐批前市长柯文哲“卡蛋”五大弊案沦为五大笑柄。国民党台北市议员秦慧珠质疑，这样的人是否有能力当总统？民众党则驳斥，卡蛋的是中央。,政治,4,0.8434084
173,盖兹：全球升温控制在摄氏2度无望 3度以内已是万幸 彭博资讯报导，微软创办人比尔．盖兹（Bill Gates）出席联合国气候峰会（COP28）接受彭博电视访问直言，世界恐怕无法实现巴黎气候协定（Paris Agreement）将全球升温控制在摄氏2度以内，“如果能维持在摄氏3度以下已经万幸”。,环境,8,0.21214938
174,新晶片禁令！美来台说清楚 避免企业误踩红线 美中科技战持续，美国今年10月扩大对中国出口晶片管制。为避免我业者踩红线，美国商务部2024年1月将派说明团来台，到新竹与台南科学园区举办说明会，向我半导体制造、IC设计、材料和设备等业者说明禁令更新细节。,贸易,14,0.7173686
175,阳明法说会／巴拿马运河乾旱影响比预期严重 已开始绕行 阳明海运（2609）今天法说首度坦言，巴拿马运河乾旱的影响比预期中严重，阳明美东航线已开始绕行好望角或是苏伊士运河，除非确定取得通闸权才会航行，近日就会公布巴拿马运河乾旱附加费；全球货柜轮交船高峰落在明年，运价上涨还有压力。,交通,8,0.5097533
176,蓝绿母鸡PK 萧美琴今深入台中激战区 与卢秀燕一别苗头？ 2024决战中台湾，台中被视为“蓝白合示范区”，台中市长卢秀燕和民众党总统参选人柯文哲昨天才在台中“另类合体”，分别辅选民众党立委参选人蔡壁如。绿营大军今天立即回防，民进党副总统参选人萧美琴今天首登车队辅选，深入台中绿营“激战区”，蓝营人士密切关注，萧美琴是否与蓝白“最大母鸡”卢秀燕一别苗头？,政治,5,0.30780068
177,台湾高铁要增班了 明年1月3日起每周再加开21班 本周三起预购 台湾高铁要增班了。台湾高铁公司今天宣布，自2024年1月3日起，每周再增开21班次列车（南下11班、北上10班），希望能以更加充裕的运能，提供旅客舒适的旅运服务；本次增开后，每周总班次达到1060班，旅客可自12月6日本周三凌晨0时起，依预售时程购票。,交通,14,0.7025755
178,唐绮阳运势週报：处女感情易被翻旧帐 牡羊多关注财务问题 【唐绮阳星座运势週报12/4-12/10 】,文化娱乐,0,0.5803816
179,白绿谁卡大巨蛋？ 蒋万安妙回：我没卡盼给市民一颗彩蛋 台北大巨蛋昨晚亚锦赛开幕战中韩大战，中华队四比零完胜韩国队，球迷嗨翻。不过也意外成为选战话题，网友讨论谁卡蛋？台北市长蒋万安今天强调“我们没有卡蛋，就是希望带给市民一颗彩蛋。”,体育,4,0.635459
180,他见IG整排露营动态好奇问“哪点吸引人？” 网揭3原因：是装备竞赛 近几年台湾十分流行露营，各种不同风格的露营区也接连出现。有网友在PTT上表示，他最近一打开社交平台，都会看到许多人在分享露营的照片，于是好奇发问“露营吸引人的点在哪？”,旅游,9,0.2784504
181,"父亲住院陷昏迷 家属对收据惊觉遭医院超收近百万医疗费 安徽省医保局今天证实民众的检举，指芜湖二院就一病人涉及违规医疗总费用人民币21.82万元（约新台币96万元）。中国今年以来加强打击医疗贪腐，已暴露出医院自主权过大、9成收入要自行创收等问题。
",健康,7,0.33313143
182,被拐25年终团圆感动全网 河北富豪寻子成功：多分家产弥补 河北亿万富豪解克锋与失散25年的二儿子解清帅重逢相认，感动全网。解克锋当天举办寻子成功答谢宴，有不少寻亲的家长从全国各地赶来祝贺。解克锋称自己的家产将由4子女平分，“倾向多分给二儿子”做为弥补，家人则希望严惩人贩子。另一位深圳谢先生寻子23年已有6套房4家公司，他说，“如果自己一贫如洗孩子很难回家”，再见孩子一面是他打拚的动力。,社会,4,0.33135375
183,王爷垄分隔岛斑驳 竹县将改善 新竹县湖口乡今年人口已突破8万2千人，其中王爷垄重画区更移入众多年轻家庭和科技从业人员，不过议员陈栢诚指出，竹7-1线中山路段是王爷垄门面，中央分隔岛却样式不统一，且斑驳老旧造成夜间行车危险；湖口乡长吴淑君更说，分隔岛前后没对直，曾有代表撞上。县府表示，明年将编列预算朝统一样式改善。,交通,7,0.30111125
184,垂直观光城市有谱 基隆塔、信二防空洞试营运免费畅游 基隆市政府今天宣布，串连基隆山、海、城三者的“基隆塔”和“信二防空洞”，12月5日到10日试营运期间，免费开放民众参观，共同探索这座城市新地标之美，体验全新游憩动线。,旅游,2,0.24047397
185,"被侯友宜指“羡慕我有好副手” 柯文哲：不希望口水战 中央选举委员会明天将公布外界对民众党总统副手吴欣盈双重国籍疑虑。民众党总统参选人柯文哲今天表示，一切依法行事，但希望针对民进党推出副手人选萧美琴部分，依同样标准检视。
",政治,4,0.5307602
186,面板春燕报到？双虎表现强势 群创位居个股成交第二 大陆四大面板厂近日联手宣布将再度扩大减产两成甚至更多，要透过大幅缩减供给，拉抬报价至获利水准之上，面板双虎等台湾面板厂有望受惠；此消息一出带动群创（3481）、友达（2409）今（4）日股价开高走高，其中群创大涨逾3%，早盘成交量逾7万张，位居个股第二，而友达盘中也有超过2%的涨幅。,经济,8,0.57285494
187,打开家门“惊见奶狗被弃养”他怒骂饲主太狠心 看到旁边黄汪瞬间领悟泪崩真相 动物之间的情感往往令人动容。一名男子发现自家门外有奇怪的叫声，打开门一看竟然是一隻小奶狗被丢弃在家门口，本来还以为是谁狠心弃养这麽小的狗，往远方看有一隻成犬竟然不断将眼神投向门口，经过确认后才发现那竟然是隻流浪狗妈妈，因为想要自己孩子有好归宿所以才忍痛将孩子放在家门口。,生活,9,0.17140785
188,不甩休战呼声 以色列续炸加萨 国际社会要求以色列与巴勒斯坦武装组织哈玛斯延长休战协议并加强保护平民，但以色列三日继续轰炸加萨。,军事,9,0.4027645
189,台积电一度下跌1.4% 大摩调降目标股价 摩根士丹利调降台积电（2330）目标股价，预料1月发布的毛利率展望可能对短线股价构成压力。,经济,15,0.526328
190,0051、0056皆纳入神基与“这档”为成分股！ 专家：可关注是否有资金行情效应 台湾几个重要的指数在12月进行换股了，包括台湾五十、台湾中100以及台湾高股息三个常见的重要指数。,经济,4,0.2821832
191,被问“可以被你吼一下吗？” 赖清德秒入戏让YouTuber吓喊：不想主持了 民进党总统参选人赖清德近日受邀参与YouTube访谈节目“惊奇玩起来AmazingTalker Show”，与主持人Sandra、Eko畅谈过去在哈佛求学如何学英文。赖清德也和主持人一起看赖过去在立院飙骂国民党团阻挡预算的影片，Sandra突要求赖清德“可以被你吼一下吗”，赖清德一秒“暴怒”要Sandra别再嬉皮笑脸，“否则绝不放过你”，Sandra吓得直呼“不想主持了”。,政治,13,0.2880019
192,金融三业10月大举投资股债超过2600亿 寿险业火力全开 金管会公布金融三业截至10月底最新的股债投资统计，其中寿险业火力全开，同步大举加码台股和美债，10月金融业合计淨加码台股140.36亿、加码美债更超过台币等值2500亿元。,经济,5,0.35304445
193,"港明报终止专栏称“两地很多事未能预见” 何明修感叹：就此告别 台湾大学社会系教授何明修在其脸书表示，在香港明报撰写了5年的专栏近日被终止，明报在给他的电邮中表示，“这几年台港两地都经历了不少事，很多都是一开始未能预见的。”
",文化娱乐,4,0.3703632
194,五月天上海演唱会假唱？ 官方要查 若属实最高罚42万 “五月天”被爆疑在演唱会假唱。有部落客制作视频，鑑定其上海演唱会12首歌的真假，消息登微博热搜第一。媒体报导指五月天若假唱最高或被罚10万元人民币(约新台币42万元)。对此，上海官方表示，假唱属违法行为；北京文化执法总队也称将了解。舆论发酵1天后，五月天方面回应，称8日凌晨巴黎演唱会将全程直播，“全民参与，全民见证”。,文化娱乐,12,0.5705094
195,【味蕾的旅行】鱼夫／彰化南门市场：走过荣景之后的在地美味 彰化南门市场曾一度力图振作，但成效不如预期。几经整治，如今二楼是提供板弹球、桌球、剑道等健康运动场所，人声反而比一楼的市场更为喧譁，但市场内仍有许多美食值得一尝，诸如国珍滷肉饭、四五番食堂及市场周遭的润饼店。,生活,8,0.2121145
196,诈团冒充网路游戏客服 中年大叔想提升等级险被骗 张姓男子遭电信诈骗（左），经市警二分局警员劝阻才未买2万千元游戏点数。记者黄宣翰／翻摄40岁张姓男子透过脸书加Line好友，认识冒充网路游戏客服人员，对方向张说，提升游戏角色等级需要购买2万5千元的游戏点数，可与更多女性聊天。张信以为真，昨晚到台南市某超商要买点数，店员发觉有异报警及时劝阻，张才知受骗保住辛苦积蓄。,法律,3,0.16280589
197,本周开盘前 五件国际事不可不知 联准会（Fed）主席鲍尔上周五对市场的降息预期浇冷水，表示现在就排除进一步升息，或开始讨论降息，时机仍“不成熟”，华尔街反而更加笃定Fed本月维持利率不变并在2024年降息，美债殖利率大跌、美股也翻红。以下是本周开盘前，最值得留意的五件国际要闻：,经济,15,0.2621768
198,失智嬷被带到派出所…警忙查身分 见她拿出手机众人笑了 台中市清水区一名失智阿嬷迷路，被带到派出所，员警请她吃泡麵止飢时，阿嬷突然拿出手机，员警立即查出她身分。图／警方提供台中市清水区一名85岁失智阿嬷日前迷路，找不到家，员警带回派出所忙查她身分时，阿嬷边吃泡麵边拿出手机，员警看到她的手机不禁笑了，从手机通讯录马上就找到阿嬷的家人，查出她身分。,社会,3,0.23095903
199,亚锦赛／外队缔造大巨蛋首轰？中华队最快8日才有机会 中华队昨天在亚洲棒球锦标赛开幕战以4：0击败南韩队，写下不少台北大巨蛋“第一”纪录，但未出现球迷最期待的全垒打，从赛程看来，历史性首轰恐怕会由外队缔造。,体育,4,0.38265595
200,亚锦赛／徐若熙每场登板都想成代表作 郭李大讚完美 “台湾至宝”徐若熙的国际赛初体验，今天在台北大巨蛋演出7局无失分、狂赏10K好投，短短时间内陆续解锁总冠军赛、国际赛先发胜投，他说每一场对自己都很重要，希望每场都能成为自己的代表作。,体育,4,0.4096911
201,赖清德开支票“若当选中捷延至南投” 江和树：为何选前不做？ 民进党总统参选人赖清德开选举支票，如当选，规划台中捷运延伸到南投。台中市议员江和树今质询反问赖清德“为什麽现在不做？”，选举都说决战中台湾，但是选票重要？还是中部人交通重要？他直白说“赖清德就是诈骗集团首脑”、“新潮流体系，讲话会气死！”,政治,13,0.5143108
202,大巨蛋首赛大雨毫无影响 蔡明堂：老天爷也来帮忙测试 亚洲棒球锦标赛昨天在台北大巨蛋开打，中华队4：0痛宰南韩夺得大巨蛋首胜，新北市资深棒球教练、第三选区（三重）立委参选人蔡明堂表示，大巨蛋首战不仅夺下首胜，昨北部下起大雨，裡头民众、球员完全不受影响，简直“天时地利人和”，连老天爷也来帮忙测试，洗刷大巨蛋五大弊案之首的污名。,体育,4,0.6025603
203,全国天主教学校联合宣扬“爱德教育”  静宜展现专业与特色 2023全国天主教学校周“爱德教育”联合宣传活动“亲子爱心嘉年华”昨温馨登场，透过舞台展演、活动摊位，呈现全国46所天主教学校“仁爱教育”的办学精神与使命；静宜大学英文、日文、西文、资传、应化及生态等系所师生展现专业与特色，带民众瞭解多元文化、异国风情、生态知识及科普体验。,教育,10,0.26947942
204,蓝白合搓圆仔汤？ 朱立伦、马英九、侯友宜、柯文哲均列选罢法被告 国民党与民众党日前上演高潮迭起的“蓝白合”大戏，但台独团体台湾国认为，国民党主席朱立伦与前总统马英九力促蓝白合，涉嫌违反正副总统选罢法“搓圆仔汤”。为此台湾国理事长陈峻涵这个月17日赴台北地检署，告发提告朱立伦、马英九与当时尚未登记的国民党总统参选人侯友宜、民众党主席柯文哲等4人，据悉北检已完成分案，将朱、马、侯、柯4人暂列“选他”字案被告。,政治,8,0.37241223
205,"黄珊珊指中央卡蛋 国土署发长篇声明驳斥：真正卡蛋的是柯市府 内政部遭指“卡蛋”，国土署今天说，大巨蛋攸关全民安全，须慎重把关，但柯市府将大巨蛋视为弊案后停工5年，又因地下避难层认定问题延宕近8个月，真正卡蛋的其实是当时的柯市府。
",政治,4,0.30776203
206,经济日报社论／务实面对核能与淨零碳排 过去一周，最受全球注目的新闻，除了以色列哈马斯暂时停火，进行大规模人质交换外，莫过于在阿拉伯联合大公国首府杜拜，所举行的联合国第28届气候变迁大会（COP 28）。,环境,4,0.33587953
207,小夜护理师天亮才下班“管理层要求接新病人” 她叹：年后恐有一波离职潮 “真的很夸张，忍无可忍”，台湾护师医疗产业工会顾问陈玉凤发现，有医院值班护理长，用威胁的语气，强迫小夜班护理师，在晚间11点底多交班前接新病人，接一个新病人最少要30到60分钟，后续根本无法准时下班，甚至有人直到天亮才下班，且月底又会有5名以上护理师要离职，年后预期会出现一波离职潮，直言与其调整考题难度，改善职场环境才是根本之道。,健康,6,0.18511799
208,陆开放6国免签 首日入境增长12% 本月起，中国大陆对法国、德国、义大利、荷兰、西班牙和马来西亚等六国持普通护照人员，实施免签证入境十五日新政。大陆国家移民管理局表示，政策实施首日，上述六国共有二○二九人次透过免签入境中国大陆，较前一日成长百分之十二点五四。,旅游,4,0.22195189
209,亚锦赛／冠军战大巨蛋开放更多座位？ 蒋万安：应可至2万人 台北大巨蛋昨天在亚锦赛开幕战迎来第一场正式比赛，但仅开放1.7万人进场让球迷一票难求，台北市长蒋万安今天在市议会总质询时表示，冠军赛应可开放至2万人，会积极与远雄沟通。,体育,4,0.25904807
210,柯文哲接轿艋舺灵安尊王回銮 青山宫主委预祝心想事成 艋舺青山宫3日举行灵安尊王圣诞夜巡活动，民众党总统参选人柯文哲晚间接轿回銮，青山宫主委黄清源祝福柯文哲心想事情，柯文哲则说，在新冠肺炎疫情的那三年，感谢所有万华乡亲的付出，守住万华就是守住台北，而守住台北就是守住台湾。,政治,4,0.6631229
211,COP28直击／中美特使共商甲烷减排 中美两国和阿拉伯联合大公国二日在杜拜举行“甲烷和非二氧化碳温室气体峰会”，中国大陆气候变迁事务特使解振华和美国总统气候问题特使柯瑞，就落实中美“阳光之乡”声明、甲烷减排、国际合作等重要议题进行探讨。柯瑞表示，中国和美国这两个世界上最大的温室气体排放国，将在这次气候峰会共同努力。,环境,2,0.3821679
212,柯文哲喊蓝白破局“有阵子很沮丧” 曝要和蒋渭水一样做这事：阿北不会放弃 民众党总统参选人柯文哲今回到妻子陈佩琪故乡澎湖，参访多座庙宇，晚间到开台天后宫举办庙口开讲，柯自比台湾民主文化先驱蒋渭水，“哪个总统候选人会像我一样四处演讲”？现在他做的事情，就跟一百年前蒋渭水做的事一样，要改变台湾思想跟文化。,政治,4,0.75517565
213,中年大叔示爱跟骚年轻女店员判拘役 豆花正妹被迫换工作 中年大叔追求豆花店年轻正妹店员告白示爱骚扰脱序，遭警方逮捕送办。图／警方提供桃园市43岁中年大叔廖姓男子去年在杨梅区一家豆花店买豆花，看上年轻姣好的23岁吴姓女店员，在去年10月间连续捧花告白、站岗示爱，吴女不堪骚扰报案，警方送办出来后，廖男又在店前“站岗”，吴女连前面都不敢走，生活惶惶不安，桃园地院今年10月初简易判决廖男拘役45天得易科罚金，吴女家人表示，吴女最后被迫换工作，“（对这种人）不知有其他方法吗？”。,法律,3,0.35663012
214,围棋／大学生围棋公开赛 清华大学A与佛光大学居前两名 112学年全国大学生围棋公开赛在台北市大安国中进行，由佛光大学主办，校长何卓飞到场。今年有超过15所以上的学校，超过30队的团体组，还有女子团体组也有不少学校组队参赛，国小队也有10队的队伍一起来参赛，十分有强度，有五位的职业棋士与超过30名的业馀七段选手共襄盛举。,体育,8,0.31922525
215,蔡总统批马英九干涉司法 马办：去追究柯建铭了吗？ 蔡英文总统昨天在“全国竞总”成立大会致词时提及“马王政争”，批评前总统马英九执政时把手伸进司法，造成的政局不稳、经济不安、社会动盪。马英九办公室今反击，蔡总统治国无方，贪腐横生，已经是国人既定的印象，不解为何要“见笑转生气”？就是因为要贪腐，才在上任后废除特侦组，藉著“东厂”整肃异己、关闭新闻台等，还有脸大声抗辩？,政治,13,0.46078756
216,"美专家：俄侵乌美国没出兵 因保存军力以便助台 美国研究中国军事战略专家梅惠琳（Oriana Skylar Mastro）表示，美国没派兵赴乌克兰出自于保存军事实力的考量以便保护台湾，所以美国不愿直接干预乌克兰战争。
",军事,13,0.33736694
217,通缉犯骑机车违规被警员开单 冒签弟弟名字吃官司 胡姓男子骑机车先后闯红灯、未戴安全帽，分别被警员拦下开交通违规举发通知单，为避免通缉身分被发现，涉嫌冒用弟弟名义在单上签名。台南地院依胡触犯伪造私文书罪，判处徒刑8月，得易科罚金，案可上诉。,法律,7,0.38498265
218,王鸿薇喊潘孟安租约“像一叠卫生纸” 赖办批眼花：难怪胡乱乌龙乱爆料 国民党立委王鸿薇指民进党总统参选人潘孟安住进建商豪宅，但潘孟安透过赖竞办发言人陈世凯出示租赁契约及汇款证明，强调是租房与助理同住，不过王鸿薇又批陈世凯出示的资料“像一叠卫生纸”。陈世凯今晚反问，难道王鸿薇是瞧不起从中南部上来打拚的人在外租屋？,政治,10,0.37234512
219,"比特币复活 衝破40,000美元大关 去年5月以来仅见 比特币的交易价格涨破40,000美元，这是2022年5月以来首见，主要是降息预期和来自ETF的需求增加使这种数位资产延续了今年的反弹之势。",经济,15,0.46306333
